ru,data,refeicao,refeicoes_realizadas,refeicoes_previstas
P2,2026-06-18,Almoço,1327.0,1310.0000000000002
P2,2026-06-18,Café,209.0,340.0
P2,2026-06-19,Almoço,1008.0,1256.0
P2,2026-06-19,Café,209.0,346.0
P2,2026-06-22,Almoço,1340.0,1300.0
P2,2026-06-22,Café,194.0,244.0
P2,2026-06-23,Almoço,1418.0,1591.6666666666667
P2,2026-06-23,Café,199.0,332.0
P2,2026-06-24,Almoço,1225.0,1310.0
P2,2026-06-24,Café,200.0,314.0
P2,2026-06-25,Almoço,1248.0,1399.1999999999998
P2,2026-06-25,Café,182.0,274.0
P2,2026-06-26,Almoço,961.0,1200.0
P2,2026-06-26,Café,203.0,306.0
P2,2026-06-30,Almoço,1175.0,1000.0
P2,2026-06-30,Café,174.0,336.0
P2,2026-07-01,Almoço,1110.0,1365.0
P2,2026-07-01,Café,184.0,296.6101694915254
P2,2026-07-02,Almoço,1073.0,1221.8
P2,2026-07-02,Café,190.0,278.0
P2,2026-07-03,Almoço,780.0,1090.0
P2,2026-07-03,Café,170.0,297.99999999999994
P2,2026-07-06,Almoço,752.0,1000.0
P2,2026-07-06,Café,110.0,236.0
P2,2026-07-07,Café,112.0,258.57142857142856
P2,2026-07-08,Café,93.0,284.0
P2,2026-07-09,Café,97.0,160.0
P2,2026-07-10,Café,83.0,220.0
P2,2026-07-13,Café,60.0,134.6153846153846
P2,2026-07-14,Café,48.0,197.33333333333334
P2,2026-07-15,Café,44.0,118.0
P2,2026-07-16,Café,43.0,81.42857142857143
P2,2026-07-17,Café,35.0,180.0
P2,2026-07-20,Café,30.0,100.0
P2,2026-07-21,Café,38.0,84.0
P2,2026-07-22,Café,43.0,134.0
P2,2026-07-23,Café,46.0,80.0
P2,2026-07-24,Café,36.0,126.0
P2,2026-07-27,Café,37.0,80.0
P2,2026-07-28,Café,44.0,160.0
P2,2026-07-29,Café,46.0,96.0
P2,2026-07-30,Café,46.0,80.0
P2,2026-07-31,Café,47.0,168.0
P2,2026-08-03,Café,36.0,80.0
P2,2026-08-04,Café,57.0,140.0
P2,2026-08-05,Café,53.0,192.00000000000003
P2,2026-08-06,Café,52.0,91.52542372881356
P2,2026-08-07,Café,61.0,104.0
P2,2026-08-10,Almoço,1058.0,1220.0
P2,2026-08-10,Café,133.0,256.0
P2,2026-08-11,Almoço,1198.0,1265.0
P2,2026-08-11,Café,185.0,323.99999999999994
P2,2026-08-12,Almoço,1335.0,1330.0
P2,2026-08-12,Café,186.0,288.135593220339
P2,2026-08-13,Almoço,1253.0,1303.8
P2,2026-08-13,Café,181.0,285.7142857142857
P2,2026-08-14,Almoço,929.0,1168.0000000000002
P2,2026-08-14,Café,179.0,310.0
P2,2026-08-17,Almoço,1345.0,1260.0
P2,2026-08-17,Café,179.0,243.07692307692304
P2,2026-08-18,Almoço,1459.0,1666.6666666666667
P2,2026-08-18,Café,197.0,280.0
P2,2026-08-19,Almoço,1529.0,1464.0
P2,2026-08-19,Café,188.0,278.81355932203394
P2,2026-08-20,Almoço,1403.0,1333.3333333333333
P2,2026-08-20,Café,203.0,322.88135593220335
P2,2026-08-21,Almoço,1045.0,1595.0
P2,2026-08-21,Café,203.0,286.0
P2,2026-08-24,Almoço,1385.0,1377.2
P2,2026-08-24,Café,187.0,298.46153846153845
P2,2026-08-25,Almoço,1512.0,1826.9166666666667
P2,2026-08-25,Café,222.0,328.0
P2,2026-08-26,Almoço,1542.0,1893.5999999999997
P2,2026-08-26,Café,221.0,303.3898305084746
P2,2026-08-27,Almoço,1497.0,1510.0000000000002
P2,2026-08-27,Café,194.0,307.14285714285717
P2,2026-08-28,Almoço,1057.0,1151.9999999999998
P2,2026-08-28,Café,202.0,258.0
P2,2026-08-31,Almoço,1320.0,1266.6666666666667
P2,2026-08-31,Café,195.0,234.61538461538464
P2,2026-09-01,Almoço,1367.0,1612.5
P2,2026-09-01,Café,227.0,336.0
P2,2026-09-02,Almoço,,1422.0
P2,2026-09-02,Café,214.0,308.0
PO,2026-01-05,Almoço,388.0,1031.6666666666665
PO,2026-01-06,Almoço,394.0,1130.0000000000002
PO,2026-01-07,Almoço,397.0,723.3333333333335
PO,2026-01-08,Almoço,445.0,873.0000000000001
PO,2026-01-09,Almoço,369.0,548.0
PO,2026-01-12,Almoço,440.0,615.0000000000001
PO,2026-01-13,Almoço,427.0,646.0000000000001
PO,2026-01-14,Almoço,397.0,605.9999999999999
PO,2026-01-15,Almoço,350.0,889.0
PO,2026-01-16,Almoço,315.0,592.0
PO,2026-01-19,Almoço,257.0,598.0000000000001
PO,2026-01-20,Almoço,265.0,585.9999999999999
PO,2026-01-21,Almoço,242.0,558.0000000000001
PO,2026-01-22,Almoço,215.0,500.00000000000017
PO,2026-01-23,Almoço,205.0,468.0
PO,2026-01-26,Almoço,142.0,411.6666666666667
PO,2026-01-27,Almoço,108.0,420.0
PO,2026-01-28,Almoço,144.0,309.99999999999994
PO,2026-01-29,Almoço,111.0,287.99999999999994
PO,2026-01-30,Almoço,78.0,276.0
PO,2026-02-02,Almoço,78.0,247.99999999999997
PO,2026-02-03,Almoço,97.0,245.00000000000003
PO,2026-02-04,Almoço,111.0,150.0
PO,2026-02-05,Almoço,78.0,151.00000000000003
PO,2026-02-06,Almoço,91.0,252.00000000000003
PO,2026-02-09,Almoço,148.0,383.3333333333333
PO,2026-02-10,Almoço,161.0,288.00000000000006
PO,2026-02-11,Almoço,94.0,208.33333333333331
PO,2026-02-12,Almoço,82.0,226.66666666666666
PO,2026-02-13,Almoço,59.0,207.99999999999997
PO,2026-02-19,Almoço,71.0,233.33333333333331
PO,2026-02-20,Almoço,85.0,210.0
PO,2026-02-23,Almoço,265.0,581.9999999999999
PO,2026-02-24,Almoço,236.0,638.0
PO,2026-02-25,Almoço,258.0,330.66666666666663
PO,2026-02-26,Almoço,258.0,482.0
PO,2026-02-27,Almoço,169.0,546.0000000000001
PO,2026-03-02,Almoço,863.0,1180.0000000000002
PO,2026-03-03,Almoço,847.0,1513.333333333333
PO,2026-03-04,Almoço,932.0,1166.6666666666665
PO,2026-03-05,Almoço,788.0,1321.0000000000002
PO,2026-03-06,Almoço,546.0,928.0000000000001
PO,2026-03-09,Almoço,922.0,1398.0
PO,2026-03-10,Almoço,932.0,1543.9999999999998
PO,2026-03-11,Almoço,942.0,1251.9999999999998
PO,2026-03-12,Almoço,859.0,1462.0000000000007
PO,2026-03-13,Almoço,756.0,982.0000000000001
PO,2026-03-16,Almoço,905.0,968.0000000000001
PO,2026-03-17,Almoço,902.0,1226.0
PO,2026-03-18,Almoço,794.0,1000.0
PO,2026-03-23,Almoço,894.0,904.9999999999999
PO,2026-03-24,Almoço,898.0,1284.0
PO,2026-03-26,Almoço,858.0,1289.0
PO,2026-03-27,Almoço,761.0,978.0000000000001
PO,2026-03-30,Almoço,919.0,966.0
PO,2026-03-31,Almoço,917.0,1227.9999999999998
PO,2026-04-01,Almoço,866.0,998.0000000000001
PO,2026-04-06,Almoço,795.0,966.6666666666665
PO,2026-04-07,Almoço,870.0,1302.9999999999998
PO,2026-04-08,Almoço,921.0,916.0000000000001
PO,2026-04-09,Almoço,852.0,1351.0
PO,2026-04-10,Almoço,720.0,1006.0
PO,2026-04-14,Almoço,830.0,1326.0
PO,2026-04-15,Almoço,900.0,1383.9999999999998
PO,2026-04-16,Almoço,852.0,1448.3333333333333
PO,2026-04-17,Almoço,612.0,1081.4285714285713
PO,2026-04-22,Almoço,736.0,1010.0
PO,2026-04-23,Almoço,689.0,1391.0
PO,2026-04-24,Almoço,569.0,990.0
PO,2026-04-27,Almoço,786.0,933.3333333333333
PO,2026-04-28,Almoço,845.0,1321.0
PO,2026-04-29,Almoço,910.0,1287.9999999999998
PO,2026-04-30,Almoço,732.0,1321.0000000000002
PO,2026-05-04,Almoço,843.0,986.0
PO,2026-05-05,Almoço,887.0,1312.0000000000002
PO,2026-05-06,Almoço,860.0,1264.0
PO,2026-05-07,Almoço,870.0,1280.0
PO,2026-05-08,Almoço,688.0,903.0000000000001
PO,2026-05-11,Almoço,844.0,984.0
PO,2026-05-12,Almoço,855.0,1248.0000000000002
PO,2026-05-13,Almoço,935.0,982.0000000000001
PO,2026-05-14,Almoço,733.0,1307.9999999999998
PO,2026-05-15,Almoço,628.0,1019.0
PO,2026-05-18,Almoço,816.0,978.0000000000001
PO,2026-05-19,Almoço,874.0,1317.0
PO,2026-05-20,Almoço,839.0,1234.0
PO,2026-05-21,Almoço,861.0,1154.9999999999998
PO,2026-05-22,Almoço,661.0,950.0
PO,2026-05-25,Almoço,979.0,1000.0000000000003
PO,2026-05-26,Almoço,808.0,1303.0000000000002
PO,2026-05-27,Almoço,864.0,1232.0000000000002
PO,2026-05-28,Almoço,817.0,1335.0
PO,2026-05-29,Almoço,623.0,984.0
PO,2026-06-01,Almoço,769.0,839.9999999999999
PO,2026-06-02,Almoço,794.0,1063.0000000000002
PO,2026-06-03,Almoço,737.0,970.0
PO,2026-06-08,Almoço,741.0,901.9999999999999
PO,2026-06-09,Almoço,737.0,1095.0
PO,2026-06-10,Almoço,793.0,942.0000000000001
PO,2026-06-11,Almoço,762.0,1173.0000000000002
PO,2026-06-12,Almoço,641.0,1383.3333333333333
PO,2026-06-15,Almoço,722.0,980.0
PO,2026-06-16,Almoço,620.0,1107.0000000000002
PO,2026-06-17,Almoço,690.0,966.0
PO,2026-06-18,Almoço,689.0,1166.0
PO,2026-06-19,Almoço,553.0,936.0
PO,2026-06-22,Almoço,566.0,948.0000000000001
PO,2026-06-23,Almoço,519.0,872.0
PO,2026-06-24,Almoço,491.0,676.6666666666665
PO,2026-06-25,Almoço,533.0,826.0
PO,2026-06-26,Almoço,460.0,521.875
PO,2026-06-30,Almoço,454.0,624.0000000000001
PO,2026-07-01,Almoço,331.0,612.0
PO,2026-07-02,Almoço,394.0,784.0
PO,2026-07-03,Almoço,326.0,658.3333333333333
PO,2026-07-06,Almoço,221.0,576.0000000000001
PO,2026-07-07,Almoço,219.0,618.0000000000001
PO,2026-07-08,Almoço,160.0,576.0000000000001
PO,2026-07-09,Almoço,168.0,317.00000000000006
PO,2026-07-10,Almoço,151.0,604.0
PO,2026-07-13,Almoço,113.0,282.00000000000006
PO,2026-07-14,Almoço,112.0,360.0
PO,2026-07-15,Almoço,88.0,300.0
PO,2026-07-16,Almoço,78.0,245.0
PO,2026-07-17,Almoço,67.0,262.00000000000006
PO,2026-07-20,Almoço,71.0,256.0
PO,2026-07-21,Almoço,74.0,320.0
PO,2026-07-22,Almoço,76.0,176.0
PO,2026-07-23,Almoço,60.0,152.0
PO,2026-07-24,Almoço,66.0,147.99999999999997
PO,2026-07-27,Almoço,113.0,251.66666666666666
PO,2026-07-28,Almoço,96.0,238.0
PO,2026-07-29,Almoço,114.0,294.0
PO,2026-07-30,Almoço,111.0,326.0
PO,2026-07-31,Almoço,78.0,312.00000000000006
PO,2026-08-03,Almoço,275.0,534.0000000000001
PO,2026-08-04,Almoço,202.0,435.0
PO,2026-08-05,Almoço,295.0,444.00000000000006
PO,2026-08-06,Almoço,276.0,523.0
PO,2026-08-07,Almoço,206.0,492.99999999999994
PO,2026-08-10,Almoço,950.0,1412.0
PO,2026-08-11,Almoço,795.0,1288.0000000000002
PO,2026-08-12,Almoço,874.0,996.0
PO,2026-08-13,Almoço,840.0,1289.9999999999998
PO,2026-08-14,Almoço,540.0,992.0000000000001
PO,2026-08-17,Almoço,967.0,947.8571428571431
PO,2026-08-18,Almoço,936.0,1251.0000000000002
PO,2026-08-19,Almoço,1022.0,1020.0
PO,2026-08-20,Almoço,922.0,1372.0
PO,2026-08-21,Almoço,693.0,1006.0
PO,2026-08-24,Almoço,916.0,1103.3333333333333
PO,2026-08-25,Almoço,887.0,1320.0
PO,2026-08-26,Almoço,877.0,1120.0
PO,2026-08-27,Almoço,837.0,1126.9999999999998
PO,2026-08-28,Almoço,674.0,1038.0000000000002
PO,2026-08-31,Almoço,908.0,1024.0
PO,2026-09-01,Almoço,827.0,1325.0000000000002
PO,2026-09-02,Almoço,,987.9999999999999
PO,2026-09-03,Almoço,,
PO,2026-09-04,Almoço,,
